Hour,Region,TotalLoad_MW,AvailableRE_MW,AvailableRE_Raw_MW,GridPurchase_MW,GridSell_MW,UsedRE_MW,RE_Charge_MW,GridCharge_MW,Discharge_MW,Curtailment_MW,NetImport_MW,SOC_MWh
266,RegionB,531.36,79.704,650.0,487.9574198048387,0.0,43.40258019516127,36.30141980483872,0.0,0.0,0.0,487.9574198048387,65.76032041850002
267,RegionB,531.36,79.704,722.35,520.0,0.0,11.36,68.344,0.0,0.0,0.0,520.0,129.32024041850002
268,RegionB,531.36000045,79.704,800.0,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,192.88016
269,RegionB,531.35999955,79.704,877.65,520.0,0.0,11.359999549999984,68.34400045000001,0.0,0.0,0.0,520.0,256.44008041850003
270,RegionB,531.36000045,79.704,950.0,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,320.0
271,RegionB,531.36000045,79.704,1012.13,451.65600045,0.0,79.704,0.0,0.0,0.0,0.0,451.65600045,320.0
272,RegionB,531.36000045,79.704,1059.81,451.65600045,0.0,79.704,0.0,0.0,0.0,0.0,451.65600045,320.0
273,RegionB,531.36,83.8298,1089.78,447.5302,0.0,83.8298,0.0,0.0,0.0,0.0,447.5302,320.0
274,RegionB,531.36,87.6744,1100.0,443.6856,0.0,87.6744,0.0,0.0,0.0,0.0,443.6856,320.0
275,RegionB,531.3599995500001,90.9758,1089.78,440.3841995500001,0.0,90.9758,0.0,0.0,0.0,0.0,440.3841995500001,320.0
276,RegionB,456.75900045,80.3808,1059.81,376.37820045,0.0,80.3808,0.0,0.0,0.0,0.0,376.37820045,320.0
277,RegionB,446.9202000000001,79.9888,1012.13,366.93140000000005,0.0,79.9888,0.0,0.0,0.0,0.0,366.93140000000005,320.0
278,RegionB,412.64099955,74.2754,950.0,338.36559955,0.0,74.2754,0.0,0.0,0.0,0.0,338.36559955,320.0
279,RegionB,388.65825,69.5612,877.65,319.09705,0.0,69.5612,0.0,0.0,0.0,0.0,319.09705,320.0
280,RegionB,338.96204955,59.6508,800.0,279.31124955,0.0,59.6508,-0.0,0.0,0.0,0.0,279.31124955,320.0
281,RegionB,322.09650045,55.1472,722.35,176.94930045,0.0,55.1472,0.0,0.0,90.0,0.0,176.94930045,222.17391304347825
282,RegionB,304.42499955,50.2301,650.0,164.19489955,0.0,50.2301,0.0,0.0,90.0,0.0,164.19489955,124.34782608695652
283,RegionB,317.54699955,50.0977,587.87,182.48929955,0.0,50.0977,0.0,0.0,84.96,0.0,182.48929955,32.0
284,RegionB,284.26950000000005,42.6404,540.19,241.62910000000005,0.0,42.6404,0.0,0.0,0.0,0.0,241.62910000000005,32.0
285,RegionB,341.07749955,51.1616,510.22,289.91589954999995,0.0,51.1616,0.0,0.0,0.0,0.0,289.91589954999995,32.0
286,RegionB,380.14649955,106.522,500.0,273.62449955,0.0,106.522,0.0,0.0,0.0,0.0,273.62449955,32.0
287,RegionB,432.04049955,114.3061,510.22,317.73439955,0.0,114.3061,-0.0,0.0,0.0,0.0,317.73439955,32.0
288,RegionB,449.685,116.9527,540.19,332.7323,0.0,116.9527,0.0,0.0,0.0,0.0,332.7323,32.0
289,RegionB,531.36,129.204,587.87,492.156,0.0,39.20400000000001,90.0,0.0,0.0,0.0,492.156,115.7
290,RegionB,531.36000045,79.704,650.0,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,179.2599195815
291,RegionB,531.3599995500001,79.704,722.35,520.0,0.0,11.359999550000095,68.3440004499999,0.0,0.0,0.0,520.0,242.81983999999989
292,RegionB,531.35999955,79.704,800.0,520.0,0.0,11.359999549999984,68.34400045000001,0.0,0.0,0.0,520.0,306.3797604184999
293,RegionB,531.36,79.704,877.65,466.3014189048388,0.0,65.0585810951612,14.645418904838786,0.0,0.0,0.0,466.3014189048388,320.0
294,RegionB,531.36000045,79.704,950.0,451.65600045,0.0,79.704,0.0,0.0,0.0,0.0,451.65600045,320.0
295,RegionB,531.36000045,79.704,1012.13,451.65600045,0.0,79.704,-0.0,0.0,0.0,0.0,451.65600045,320.0
296,RegionB,531.36,79.704,1059.81,451.656,0.0,79.704,0.0,0.0,0.0,0.0,451.656,320.0
297,RegionB,531.36000045,83.8298,1089.78,447.53020045000005,0.0,83.8298,-0.0,0.0,0.0,0.0,447.53020045000005,320.0
298,RegionB,531.3599995500001,87.6744,1100.0,443.6855995500001,0.0,87.6744,0.0,0.0,0.0,0.0,443.6855995500001,320.0
299,RegionB,531.36000045,90.9758,1089.78,440.38420045,0.0,90.9758,0.0,0.0,0.0,0.0,440.38420045,320.0
300,RegionB,496.78650045000006,87.4249,1059.81,409.3616004500001,0.0,87.4249,0.0,0.0,0.0,0.0,409.3616004500001,320.0
301,RegionB,457.6635,81.9116,1012.13,375.7519,0.0,81.9116,0.0,0.0,0.0,0.0,375.7519,320.0
302,RegionB,425.00700045,76.5013,950.0,348.50570045,0.0,76.5013,0.0,0.0,0.0,0.0,348.50570045,320.0
303,RegionB,380.33550045,68.0716,877.65,312.26390045000005,0.0,68.0716,0.0,0.0,0.0,0.0,312.26390045000005,320.0
304,RegionB,312.98400000000004,55.0792,800.0,257.9048,0.0,55.0792,0.0,0.0,0.0,0.0,257.9048,320.0
305,RegionB,306.88199955,52.5423,722.35,254.33969955,0.0,52.5423,0.0,0.0,0.0,0.0,254.33969955,320.0
306,RegionB,296.85150045,48.9805,650.0,247.87100045,0.0,48.9805,0.0,0.0,0.0,0.0,247.87100045,320.0
307,RegionB,325.45800045,51.3457,587.87,189.15230045,0.0,51.3457,0.0,0.0,84.95999999999998,0.0,189.15230045,227.6521739130435
308,RegionB,337.59450045,50.6392,540.19,196.95530045,0.0,50.6392,0.0,0.0,90.0,0.0,196.95530045,129.82608695652175
309,RegionB,347.6385,52.1458,510.22,205.4927,0.0,52.1458,0.0,0.0,90.0,0.0,205.4927,32.0
310,RegionB,367.227,104.584,500.0,262.643,0.0,104.584,-0.0,0.0,0.0,0.0,262.643,32.0
311,RegionB,454.4235000000001,117.6635,510.22,336.76000000000005,0.0,117.6635,0.0,0.0,0.0,0.0,336.76000000000005,32.0
312,RegionB,442.58400000000006,115.8876,540.19,416.6964,0.0,25.88760000000001,90.0,0.0,0.0,0.0,416.6964,115.7
313,RegionB,487.72800000000007,122.6592,587.87,455.06880000000007,0.0,32.6592,90.0,0.0,0.0,0.0,455.06880000000007,199.4
314,RegionB,531.36,79.704,650.0,520.0,0.0,11.36,68.344,0.0,0.0,0.0,520.0,262.95992
315,RegionB,531.3599995500001,79.704,722.35,512.9894189048388,0.0,18.370580645161297,61.333419354838696,0.0,0.0,0.0,512.9894189048388,320.0
316,RegionB,531.35999955,79.704,800.0,451.65599955,0.0,79.704,-0.0,0.0,0.0,0.0,451.65599955,320.0
317,RegionB,531.36,79.704,877.65,451.656,0.0,79.704,0.0,0.0,0.0,0.0,451.656,320.0
318,RegionB,531.36,79.704,950.0,451.656,0.0,79.704,0.0,0.0,0.0,0.0,451.656,320.0
319,RegionB,531.35999955,79.704,1012.13,451.65599955,0.0,79.704,-0.0,0.0,0.0,0.0,451.65599955,320.0
320,RegionB,531.35999955,79.704,1059.81,451.65599955,0.0,79.704,0.0,0.0,0.0,0.0,451.65599955,320.0
321,RegionB,531.36000045,83.8298,1089.78,447.53020045000005,0.0,83.8298,-0.0,0.0,0.0,0.0,447.53020045000005,320.0
322,RegionB,531.36000045,87.6744,1100.0,443.68560045,0.0,87.6744,0.0,0.0,0.0,0.0,443.68560045,320.0
323,RegionB,527.1885,90.2616,1089.78,436.9269,0.0,90.2616,0.0,0.0,0.0,0.0,436.9269,320.0
324,RegionB,502.8615,88.494,1059.81,414.36750000000006,0.0,88.494,0.0,0.0,0.0,0.0,414.36750000000006,320.0
325,RegionB,448.92899955,80.3483,1012.13,368.58069955,0.0,80.3483,0.0,0.0,0.0,0.0,368.58069955,320.0
326,RegionB,427.68945045,76.9841,950.0,350.70535045,0.0,76.9841,0.0,0.0,0.0,0.0,350.70535045,320.0
327,RegionB,408.7232995500001,73.1524,877.65,335.5708995500001,0.0,73.1524,0.0,0.0,0.0,0.0,335.5708995500001,320.0
328,RegionB,359.613,63.285,800.0,296.328,0.0,63.285,0.0,0.0,0.0,0.0,296.328,320.0
329,RegionB,357.642,61.233,722.35,296.409,0.0,61.233,0.0,0.0,0.0,0.0,296.409,320.0
330,RegionB,341.84699955,56.4048,650.0,285.44219955,0.0,56.4048,0.0,0.0,0.0,0.0,285.44219955,320.0
331,RegionB,316.61549955000004,49.9507,587.87,181.70479955000008,0.0,49.9507,0.0,0.0,84.95999999999998,0.0,181.70479955000008,227.6521739130435
332,RegionB,312.44399955,46.8666,540.19,175.57739955,0.0,46.8666,0.0,0.0,90.0,0.0,175.57739955,129.82608695652175
333,RegionB,364.1085,54.6163,510.22,219.4922,0.0,54.6163,0.0,0.0,90.0,0.0,219.4922,32.0
334,RegionB,396.38700000000006,108.9581,500.0,287.42890000000006,0.0,108.9581,-0.0,0.0,0.0,0.0,287.42890000000006,32.0
335,RegionB,449.63100045,116.9446,510.22,332.68640045000006,0.0,116.9446,0.0,0.0,0.0,0.0,332.68640045000006,32.0
336,RegionB,433.647,114.547,540.19,409.1,0.0,24.547,90.0,0.0,0.0,0.0,409.1,115.7
337,RegionB,498.069,124.2104,587.87,463.8586,0.0,34.21040000000001,90.0,0.0,0.0,0.0,463.8586,199.4
338,RegionB,531.36000045,79.704,650.0,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,262.9599195815
339,RegionB,531.36,79.704,722.35,512.9894198048387,0.0,18.37058019516129,61.33341980483871,0.0,0.0,0.0,512.9894198048387,320.0
340,RegionB,531.36000045,79.704,800.0,451.65600045,0.0,79.704,-0.0,0.0,0.0,0.0,451.65600045,320.0
341,RegionB,531.36000045,79.704,877.65,451.65600045,0.0,79.704,0.0,0.0,0.0,0.0,451.65600045,320.0
342,RegionB,531.36,79.704,950.0,451.656,0.0,79.704,0.0,0.0,0.0,0.0,451.656,320.0
343,RegionB,531.36,79.704,1012.13,451.656,0.0,79.704,-0.0,0.0,0.0,0.0,451.656,320.0
344,RegionB,531.36000045,79.704,1059.81,451.65600045,0.0,79.704,0.0,0.0,0.0,0.0,451.65600045,320.0
345,RegionB,531.36,83.8298,1089.78,447.5302,0.0,83.8298,-0.0,0.0,0.0,0.0,447.5302,320.0
346,RegionB,531.36,87.6744,1100.0,443.6856,0.0,87.6744,0.0,0.0,0.0,0.0,443.6856,320.0
347,RegionB,519.2505,88.9025,1089.78,430.348,0.0,88.9025,0.0,0.0,0.0,0.0,430.348,320.0
348,RegionB,484.1100004500001,85.194,1059.81,398.91600045000007,0.0,85.194,0.0,0.0,0.0,0.0,398.91600045000007,320.0
349,RegionB,454.9230004500001,81.4211,1012.13,373.5019004500001,0.0,81.4211,0.0,0.0,0.0,0.0,373.5019004500001,320.0
350,RegionB,401.5035000000001,72.2706,950.0,329.2329000000001,0.0,72.2706,0.0,0.0,0.0,0.0,329.2329000000001,320.0
351,RegionB,376.839,67.4458,877.65,309.3932,0.0,67.4458,0.0,0.0,0.0,0.0,309.3932,320.0
352,RegionB,326.48399955,57.4549,800.0,269.02909955,0.0,57.4549,0.0,0.0,0.0,0.0,269.02909955,320.0
353,RegionB,334.43550045000006,57.2598,722.35,277.1757004500001,0.0,57.2598,0.0,0.0,0.0,0.0,277.1757004500001,320.0
354,RegionB,307.19249955000004,50.6868,650.0,256.50569955000003,0.0,50.6868,0.0,0.0,0.0,0.0,256.50569955000003,320.0
355,RegionB,321.54299955000005,50.7281,587.87,185.85489955000008,0.0,50.7281,0.0,0.0,84.95999999999998,0.0,185.85489955000008,227.6521739130435
356,RegionB,316.27799955,47.4417,540.19,178.83629955000004,0.0,47.4417,0.0,0.0,90.0,0.0,178.83629955000004,129.82608695652175
357,RegionB,375.20549955,56.2808,510.22,228.92469955,0.0,56.2808,0.0,0.0,90.0,0.0,228.92469955,32.0
358,RegionB,391.5945,108.2392,500.0,283.35530000000006,0.0,108.2392,-0.0,0.0,0.0,0.0,283.35530000000006,32.0
359,RegionB,431.4195004500001,114.2129,510.22,317.2066004500001,0.0,114.2129,0.0,0.0,0.0,0.0,317.2066004500001,32.0
360,RegionB,444.89249955,116.2339,540.19,418.65859955,0.0,26.23390000000001,90.0,0.0,0.0,0.0,418.65859955,115.7
361,RegionB,522.20699955,127.831,587.87,484.37599955,0.0,37.831,90.0,0.0,0.0,0.0,484.37599955,199.4
362,RegionB,531.36,79.704,650.0,520.0,0.0,11.36,68.344,0.0,0.0,0.0,520.0,262.95992
363,RegionB,531.36,79.704,722.35,512.9894193548387,0.0,18.370580645161297,61.333419354838696,0.0,0.0,0.0,512.9894193548387,320.0
364,RegionB,531.35999955,79.704,800.0,451.65599955,0.0,79.704,-0.0,0.0,0.0,0.0,451.65599955,320.0
365,RegionB,531.36000045,79.704,877.65,451.65600045,0.0,79.704,0.0,0.0,0.0,0.0,451.65600045,320.0
366,RegionB,531.35999955,79.704,950.0,451.65599955,0.0,79.704,0.0,0.0,0.0,0.0,451.65599955,320.0
367,RegionB,531.36000045,79.704,1012.13,451.65600045,0.0,79.704,0.0,0.0,-0.0,0.0,451.65600045,320.0
368,RegionB,531.35999955,79.704,1059.81,451.65599955,0.0,79.704,0.0,0.0,-0.0,0.0,451.65599955,320.0
369,RegionB,531.3599995500001,83.8298,1089.78,447.5301995500001,0.0,83.8298,0.0,0.0,-0.0,0.0,447.5301995500001,320.0
370,RegionB,531.3599995500001,87.6744,1100.0,443.6855995500001,0.0,87.6744,0.0,0.0,-0.0,0.0,443.6855995500001,320.0
371,RegionB,523.044,89.552,1089.78,433.492,0.0,89.552,0.0,0.0,-0.0,0.0,433.492,320.0
372,RegionB,468.9225004500001,82.5213,1059.81,386.4012004500001,0.0,82.5213,0.0,0.0,-0.0,0.0,386.4012004500001,320.0
373,RegionB,466.7206495500001,83.5326,1012.13,383.1880495500001,0.0,83.5326,0.0,0.0,-0.0,0.0,383.1880495500001,320.0
374,RegionB,418.33260045,75.2999,950.0,343.03270045,0.0,75.2999,-0.0,0.0,0.0,0.0,343.03270045,320.0
375,RegionB,376.06005045,67.3064,877.65,308.75365045,0.0,67.3064,0.0,0.0,0.0,0.0,308.75365045,320.0
376,RegionB,337.22459955000005,59.345,800.0,277.8795995500001,0.0,59.345,0.0,0.0,0.0,0.0,277.8795995500001,320.0
377,RegionB,324.02700000000004,55.4777,722.35,268.5493,0.0,55.4777,0.0,0.0,0.0,0.0,268.5493,320.0
378,RegionB,328.4415,54.1928,650.0,274.24870000000004,0.0,54.1928,0.0,0.0,0.0,0.0,274.24870000000004,320.0
379,RegionB,297.29700045000004,46.9029,587.87,165.43410045000007,0.0,46.9029,0.0,0.0,84.95999999999998,0.0,165.43410045000007,227.6521739130435
380,RegionB,320.70600045000003,48.1059,540.19,182.60010045,0.0,48.1059,0.0,0.0,90.0,0.0,182.60010045,129.82608695652175
381,RegionB,404.32500045,60.6487,510.22,253.67630045,0.0,60.6487,0.0,0.0,90.0,0.0,253.67630045,32.0
382,RegionB,366.8895,104.5334,500.0,262.3561,0.0,104.5334,0.0,0.0,0.0,0.0,262.3561,32.0
383,RegionB,432.5130004500001,114.3769,510.22,318.1361004500001,0.0,114.3769,-0.0,0.0,0.0,0.0,318.1361004500001,32.0
384,RegionB,478.521,121.2781,540.19,357.2429,0.0,121.2781,0.0,0.0,0.0,0.0,357.2429,32.0
385,RegionB,516.5775004500001,126.9866,587.87,389.5909004500001,0.0,126.9866,0.0,0.0,0.0,0.0,389.5909004500001,32.0
386,RegionB,523.5165000000001,78.5275,650.0,481.2904193548388,0.0,42.22608064516121,36.30141935483879,0.0,0.0,0.0,481.2904193548388,65.76032000000008
387,RegionB,531.36000045,79.704,722.35,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,129.32023958150006
388,RegionB,531.36000045,79.704,800.0,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,192.8801591630001
389,RegionB,531.35999955,79.704,877.65,520.0,0.0,11.359999549999984,68.34400045000001,0.0,0.0,0.0,520.0,256.4400795815001
390,RegionB,531.3599995500001,79.704,950.0,520.0,0.0,11.359999550000095,68.3440004499999,0.0,0.0,0.0,520.0,320.0
391,RegionB,531.36000045,79.704,1012.13,451.65600045,0.0,79.704,0.0,0.0,-0.0,0.0,451.65600045,320.0
392,RegionB,531.36,79.704,1059.81,451.656,0.0,79.704,0.0,0.0,0.0,0.0,451.656,320.0
393,RegionB,531.36,83.8298,1089.78,447.5302,0.0,83.8298,0.0,0.0,0.0,0.0,447.5302,320.0
394,RegionB,531.36000045,87.6744,1100.0,443.68560045,0.0,87.6744,0.0,0.0,0.0,0.0,443.68560045,320.0
395,RegionB,510.2730000000001,87.3655,1089.78,422.9075000000001,0.0,87.3655,0.0,0.0,0.0,0.0,422.9075000000001,320.0
396,RegionB,481.55850045,84.745,1059.81,396.81350045,0.0,84.745,0.0,0.0,0.0,0.0,396.81350045,320.0
397,RegionB,437.21505045,78.2518,1012.13,358.96325045000003,0.0,78.2518,0.0,0.0,0.0,0.0,358.96325045000003,320.0
398,RegionB,420.4183504500001,75.6753,950.0,344.7430504500001,0.0,75.6753,0.0,0.0,0.0,0.0,344.7430504500001,320.0
399,RegionB,407.72294955,72.9734,877.65,334.74954955,0.0,72.9734,0.0,0.0,0.0,0.0,334.74954955,320.0
400,RegionB,350.14950045,61.6196,800.0,288.52990045,0.0,61.6196,-0.0,0.0,0.0,0.0,288.52990045,320.0
401,RegionB,309.43350000000004,52.9791,722.35,166.45440000000002,0.0,52.9791,0.0,0.0,90.0,0.0,166.45440000000002,222.17391304347825
402,RegionB,330.58800045000004,54.547,650.0,186.04100045000007,0.0,54.547,0.0,0.0,90.0,0.0,186.04100045000007,124.34782608695652
403,RegionB,336.44699955000004,53.0794,587.87,198.40759955000004,0.0,53.0794,0.0,0.0,84.96,0.0,198.40759955000004,32.0
404,RegionB,349.38000045,52.407,540.19,296.97300045000003,0.0,52.407,0.0,0.0,0.0,0.0,296.97300045000003,32.0
405,RegionB,364.01399955,54.6021,510.22,309.41189955,0.0,54.6021,0.0,0.0,0.0,0.0,309.41189955,32.0
406,RegionB,384.0210004500001,107.1031,500.0,276.9179004500001,0.0,107.1031,0.0,0.0,0.0,0.0,276.9179004500001,32.0
407,RegionB,451.5750000000001,117.2362,510.22,334.33880000000005,0.0,117.2362,-0.0,0.0,0.0,0.0,334.33880000000005,32.0
408,RegionB,473.66099955,120.5491,540.19,353.11189955000003,0.0,120.5491,0.0,0.0,0.0,0.0,353.11189955000003,32.0
409,RegionB,484.87949955,122.2319,587.87,362.64759955,0.0,122.2319,0.0,0.0,0.0,0.0,362.64759955,32.0
410,RegionB,531.3599995500001,79.704,650.0,487.9574207048389,0.0,43.402578845161166,36.30142115483883,0.0,0.0,0.0,487.9574207048389,65.76032167400011
411,RegionB,531.36000045,79.704,722.35,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,129.3202412555001
412,RegionB,531.36000045,79.704,800.0,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,192.8801608370001
413,RegionB,531.36000045,79.704,877.65,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,256.44008041850003
414,RegionB,531.36000045,79.704,950.0,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,320.0
415,RegionB,531.36,79.704,1012.13,451.656,0.0,79.704,0.0,0.0,-0.0,0.0,451.656,320.0
416,RegionB,531.36000045,79.704,1059.81,451.65600045,0.0,79.704,0.0,0.0,0.0,0.0,451.65600045,320.0
417,RegionB,531.36,83.8298,1089.78,447.5302,0.0,83.8298,0.0,0.0,0.0,0.0,447.5302,320.0
418,RegionB,531.36000045,87.6744,1100.0,443.68560045,0.0,87.6744,0.0,0.0,0.0,0.0,443.68560045,320.0
419,RegionB,531.3599995500001,90.9758,1089.78,440.3841995500001,0.0,90.9758,0.0,0.0,0.0,0.0,440.3841995500001,320.0
420,RegionB,470.2455000000001,82.7542,1059.81,387.49130000000014,0.0,82.7542,0.0,0.0,0.0,0.0,387.49130000000014,320.0
421,RegionB,436.698,78.1592,1012.13,358.53880000000004,0.0,78.1592,0.0,0.0,0.0,0.0,358.53880000000004,320.0
422,RegionB,432.7236,77.8902,950.0,354.83340000000004,0.0,77.8902,0.0,0.0,0.0,0.0,354.83340000000004,320.0
423,RegionB,375.81299955,67.2622,877.65,308.55079955,0.0,67.2622,0.0,0.0,0.0,0.0,308.55079955,320.0
424,RegionB,354.09150045,62.3133,800.0,291.77820045,0.0,62.3133,-0.0,0.0,0.0,0.0,291.77820045,320.0
425,RegionB,314.46899955000004,53.8412,722.35,170.62779955000002,0.0,53.8412,0.0,0.0,90.0,0.0,170.62779955000002,222.17391304347825
426,RegionB,317.81700000000006,52.4398,650.0,175.37720000000007,0.0,52.4398,0.0,0.0,90.0,0.0,175.37720000000007,124.34782608695652
427,RegionB,344.88450045,54.4106,587.87,205.51390045000005,0.0,54.4106,0.0,0.0,84.96,0.0,205.51390045000005,32.0
428,RegionB,299.37600000000003,44.9064,540.19,254.46960000000004,0.0,44.9064,0.0,0.0,0.0,0.0,254.46960000000004,32.0
429,RegionB,378.28350045,56.7425,510.22,321.54100045,0.0,56.7425,0.0,0.0,0.0,0.0,321.54100045,32.0
430,RegionB,372.6945000000001,105.4042,500.0,267.2903000000001,0.0,105.4042,0.0,0.0,0.0,0.0,267.2903000000001,32.0
431,RegionB,417.97350000000006,112.196,510.22,305.77750000000003,0.0,112.196,-0.0,0.0,0.0,0.0,305.77750000000003,32.0
432,RegionB,480.0330000000001,121.5049,540.19,358.52810000000005,0.0,121.5049,0.0,0.0,0.0,0.0,358.52810000000005,32.0
433,RegionB,531.0495004500001,129.1574,587.87,401.8921004500001,0.0,129.1574,0.0,0.0,0.0,0.0,401.8921004500001,32.0
434,RegionB,531.36000045,79.704,650.0,487.9574198048388,0.0,43.4025806451612,36.30141935483879,0.0,0.0,0.0,487.9574198048388,65.76032000000008
435,RegionB,531.36000045,79.704,722.35,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,129.32023958150006
436,RegionB,531.36,79.704,800.0,520.0,0.0,11.36,68.344,0.0,0.0,0.0,520.0,192.88015958150007
437,RegionB,531.36,79.704,877.65,520.0,0.0,11.36,68.344,0.0,0.0,0.0,520.0,256.4400795815001
438,RegionB,531.3599995500001,79.704,950.0,520.0,0.0,11.359999550000095,68.3440004499999,0.0,0.0,0.0,520.0,320.0
439,RegionB,531.35999955,79.704,1012.13,451.65599955,0.0,79.704,0.0,0.0,-0.0,0.0,451.65599955,320.0
440,RegionB,531.36,79.704,1059.81,451.656,0.0,79.704,0.0,0.0,0.0,0.0,451.656,320.0
441,RegionB,531.3599995500001,83.8298,1089.78,447.5301995500001,0.0,83.8298,0.0,0.0,0.0,0.0,447.5301995500001,320.0
442,RegionB,531.35999955,87.6744,1100.0,443.68559955,0.0,87.6744,0.0,0.0,0.0,0.0,443.68559955,320.0
443,RegionB,531.36000045,90.9758,1089.78,440.38420045,0.0,90.9758,0.0,0.0,0.0,0.0,440.38420045,320.0
444,RegionB,486.83700045000006,85.6739,1059.81,401.16310045000006,0.0,85.6739,0.0,0.0,0.0,0.0,401.16310045000006,320.0
445,RegionB,454.19265045,81.2904,1012.13,372.90225045,0.0,81.2904,0.0,0.0,0.0,0.0,372.90225045,320.0
446,RegionB,441.3312,79.4396,950.0,361.8916,0.0,79.4396,0.0,0.0,0.0,0.0,361.8916,320.0
447,RegionB,386.38350045,69.1541,877.65,317.22940045,0.0,69.1541,0.0,0.0,0.0,0.0,317.22940045,320.0
448,RegionB,359.15399955000004,63.2042,800.0,295.94979955,0.0,63.2042,-0.0,0.0,0.0,0.0,295.94979955,320.0
449,RegionB,293.8815,50.3164,722.35,153.56510000000003,0.0,50.3164,0.0,0.0,90.0,0.0,153.56510000000003,222.17391304347825
450,RegionB,303.3855,50.0586,650.0,163.32689999999997,0.0,50.0586,0.0,0.0,90.0,0.0,163.32689999999997,124.34782608695652
451,RegionB,316.737,49.9699,587.87,181.80710000000005,0.0,49.9699,0.0,0.0,84.96,0.0,181.80710000000005,32.0
452,RegionB,336.05550045,50.4083,540.19,285.64720045,0.0,50.4083,0.0,0.0,0.0,0.0,285.64720045,32.0
453,RegionB,364.554,54.6831,510.22,309.87089999999995,0.0,54.6831,0.0,0.0,0.0,0.0,309.87089999999995,32.0
454,RegionB,412.06049955,111.3091,500.0,300.75139955000003,0.0,111.3091,0.0,0.0,0.0,0.0,300.75139955000003,32.0
455,RegionB,430.0425,114.0064,510.22,316.03610000000003,0.0,114.0064,-0.0,0.0,0.0,0.0,316.03610000000003,32.0
456,RegionB,483.70499955,122.0557,540.19,361.64929955,0.0,122.0557,0.0,0.0,0.0,0.0,361.64929955,32.0
457,RegionB,525.4875004500001,128.3231,587.87,397.1644004500001,0.0,128.3231,0.0,0.0,0.0,0.0,397.1644004500001,32.0
458,RegionB,531.3599995500001,79.704,650.0,487.95741935483886,0.0,43.40258019516124,36.30141980483875,0.0,0.0,0.0,487.95741935483886,65.76032041850004
459,RegionB,531.36,79.704,722.35,520.0,0.0,11.36,68.344,0.0,0.0,0.0,520.0,129.32024041850005
460,RegionB,531.35999955,79.704,800.0,520.0,0.0,11.359999549999984,68.34400045000001,0.0,0.0,0.0,520.0,192.8801608370001
461,RegionB,531.36000045,79.704,877.65,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,256.44008041850003
462,RegionB,531.36000045,79.704,950.0,520.0,0.0,11.360000450000015,68.34399954999998,0.0,0.0,0.0,520.0,320.0
463,RegionB,531.36000045,79.704,1012.13,451.65600045,0.0,79.704,-0.0,0.0,0.0,0.0,451.65600045,320.0
464,RegionB,531.36,79.704,1059.81,451.656,0.0,79.704,0.0,0.0,0.0,0.0,451.656,320.0
465,RegionB,531.36,83.8298,1089.78,447.5302,0.0,83.8298,-0.0,0.0,0.0,0.0,447.5302,320.0
466,RegionB,515.4300004500001,85.0459,1100.0,430.38410045000006,0.0,85.0459,0.0,0.0,0.0,0.0,430.38410045000006,320.0
467,RegionB,531.36000045,90.9758,1089.78,440.38420045,0.0,90.9758,0.0,0.0,0.0,0.0,440.38420045,320.0
468,RegionB,453.55950000000007,79.8177,1059.81,373.74180000000007,0.0,79.8177,0.0,0.0,0.0,0.0,373.74180000000007,320.0
469,RegionB,463.00949955,82.8684,1012.13,380.14109955,0.0,82.8684,0.0,0.0,0.0,0.0,380.14109955,320.0
470,RegionB,423.10350045,76.1586,950.0,346.94490045,0.0,76.1586,0.0,0.0,0.0,0.0,346.94490045,320.0
471,RegionB,387.99135,69.4418,877.65,318.54955,0.0,69.4418,0.0,0.0,0.0,0.0,318.54955,320.0
472,RegionB,331.60050045,58.3553,800.0,273.24520045,0.0,58.3553,0.0,0.0,0.0,0.0,273.24520045,320.0
473,RegionB,300.22650045000006,51.4027,722.35,248.82380045000005,0.0,51.4027,0.0,0.0,0.0,0.0,248.82380045000005,320.0
474,RegionB,291.1005,48.0316,650.0,243.0689,0.0,48.0316,0.0,0.0,0.0,0.0,243.0689,320.0
475,RegionB,315.80549955000004,49.8229,587.87,181.02259955000005,0.0,49.8229,0.0,0.0,84.95999999999998,0.0,181.02259955000005,227.6521739130435
476,RegionB,360.27450045,54.0412,540.19,216.23330045,0.0,54.0412,0.0,0.0,90.0,0.0,216.23330045,129.82608695652175
477,RegionB,339.363,50.9044,510.22,198.4586,0.0,50.9044,0.0,0.0,90.0,0.0,198.4586,32.0
