TaskID,TaskType,SourceRegion,ExecutionRegion,ArrivalHour,StartHour,FinishHour,WaitHour,GPU_Demand,EstimatedDuration_min,PowerPerGPU,NetworkLatency_ms,MaxLatency_ms,LatestFinishHour,Migrated
16721,RealTimeInference,RegionA,RegionC,1144,1144,1148.7833333333333,0.0,6.0,287.0,0.08,15.0,20.0,1149.0,True
13989,RealTimeInference,RegionC,RegionC,1494,1494,1498.7833333333333,0.0,6.0,287.0,0.08,5.0,20.0,1499.0,False
45133,RealTimeInference,RegionB,RegionC,1934,1934,1938.7833333333333,0.0,6.0,287.0,0.08,14.0,20.0,1939.0,True
7371,RealTimeInference,RegionC,RegionC,638,638,641.7833333333333,0.0,7.0,227.0,0.08,5.0,20.0,642.0,False
11939,RealTimeInference,RegionA,RegionC,718,718,721.7833333333333,0.0,7.0,227.0,0.08,15.0,20.0,722.0,True
46150,RealTimeInference,RegionC,RegionC,849,849,852.7833333333333,0.0,7.0,227.0,0.08,5.0,20.0,853.0,False
11881,RealTimeInference,RegionB,RegionC,1109,1109,1112.7833333333333,0.0,7.0,227.0,0.08,14.0,20.0,1113.0,True
27085,RealTimeInference,RegionA,RegionC,1134,1134,1137.7833333333333,0.0,7.0,227.0,0.08,15.0,20.0,1138.0,True
19935,RealTimeInference,RegionA,RegionC,1649,1649,1652.7833333333333,0.0,7.0,227.0,0.08,15.0,20.0,1653.0,True
20201,RealTimeInference,RegionC,RegionC,1656,1656,1659.7833333333333,0.0,7.0,227.0,0.08,5.0,20.0,1660.0,False
44144,RealTimeInference,RegionC,RegionC,2021,2021,2024.7833333333333,0.0,7.0,227.0,0.08,5.0,20.0,2025.0,False
29975,RealTimeInference,RegionC,RegionC,348,348,352.78333333333336,0.0,5.0,287.0,0.08,5.0,20.0,353.0,False
16802,RealTimeInference,RegionB,RegionC,1467,1467,1471.7833333333333,0.0,5.0,287.0,0.08,14.0,20.0,1472.0,True
47291,RealTimeInference,RegionB,RegionC,1546,1546,1550.7833333333333,0.0,5.0,287.0,0.08,14.0,20.0,1551.0,True
27289,RealTimeInference,RegionA,RegionC,1591,1591,1595.7833333333333,0.0,5.0,287.0,0.08,15.0,20.0,1596.0,True
34335,RealTimeInference,RegionB,RegionC,1823,1823,1827.7833333333333,0.0,5.0,287.0,0.08,14.0,20.0,1828.0,True
23890,RealTimeInference,RegionA,RegionC,2385,2385,2389.7833333333333,0.0,5.0,287.0,0.08,15.0,20.0,2390.0,True
29388,RealTimeInference,RegionA,RegionC,270,270,275.78333333333336,0.0,4.0,347.0,0.08,15.0,20.0,276.0,True
33271,RealTimeInference,RegionA,RegionC,431,431,436.78333333333336,0.0,4.0,347.0,0.08,15.0,20.0,437.0,True
47491,RealTimeInference,RegionA,RegionC,491,491,496.78333333333336,0.0,4.0,347.0,0.08,15.0,20.0,497.0,True
27393,RealTimeInference,RegionA,RegionC,1230,1230,1235.7833333333333,0.0,4.0,347.0,0.08,15.0,20.0,1236.0,True
40768,RealTimeInference,RegionA,RegionC,1523,1523,1528.7833333333333,0.0,4.0,347.0,0.08,15.0,20.0,1529.0,True
5534,RealTimeInference,RegionC,RegionC,1736,1736,1741.7833333333333,0.0,4.0,347.0,0.08,5.0,20.0,1742.0,False
42173,RealTimeInference,RegionB,RegionC,80,80,83.78333333333333,0.0,6.0,227.0,0.08,14.0,20.0,84.0,True
31397,RealTimeInference,RegionB,RegionC,120,120,123.78333333333333,0.0,6.0,227.0,0.08,14.0,20.0,124.0,True
32624,RealTimeInference,RegionC,RegionC,354,354,357.78333333333336,0.0,6.0,227.0,0.08,5.0,20.0,358.0,False
30292,RealTimeInference,RegionA,RegionC,364,364,367.78333333333336,0.0,6.0,227.0,0.08,15.0,20.0,368.0,True
6393,RealTimeInference,RegionC,RegionC,1191,1191,1194.7833333333333,0.0,6.0,227.0,0.08,5.0,20.0,1195.0,False
24050,RealTimeInference,RegionB,RegionC,1597,1597,1600.7833333333333,0.0,6.0,227.0,0.08,14.0,20.0,1601.0,True
46170,RealTimeInference,RegionC,RegionC,1955,1955,1958.7833333333333,0.0,6.0,227.0,0.08,5.0,20.0,1959.0,False
23084,RealTimeInference,RegionA,RegionC,2256,2256,2259.7833333333333,0.0,6.0,227.0,0.08,15.0,20.0,2260.0,True
21256,RealTimeInference,RegionB,RegionC,225,225,227.78333333333333,0.0,7.0,167.0,0.08,14.0,20.0,228.0,True
20675,RealTimeInference,RegionA,RegionC,753,753,755.7833333333333,0.0,7.0,167.0,0.08,15.0,20.0,756.0,True
49327,RealTimeInference,RegionA,RegionC,906,906,908.7833333333333,0.0,7.0,167.0,0.08,15.0,20.0,909.0,True
41775,RealTimeInference,RegionC,RegionC,1559,1559,1561.7833333333333,0.0,7.0,167.0,0.08,5.0,20.0,1562.0,False
35802,RealTimeInference,RegionA,RegionC,1735,1735,1737.7833333333333,0.0,7.0,167.0,0.08,15.0,20.0,1738.0,True
45319,RealTimeInference,RegionA,RegionC,2147,2147,2149.7833333333333,0.0,7.0,167.0,0.08,15.0,20.0,2150.0,True
33852,RealTimeInference,RegionC,RegionC,479,479,483.78333333333336,0.0,4.0,287.0,0.08,5.0,20.0,484.0,False
16150,RealTimeInference,RegionA,RegionC,848,848,852.7833333333333,0.0,4.0,287.0,0.08,15.0,20.0,853.0,True
38469,RealTimeInference,RegionC,RegionC,1007,1007,1011.7833333333333,0.0,4.0,287.0,0.08,5.0,20.0,1012.0,False
22732,RealTimeInference,RegionB,RegionC,1268,1268,1272.7833333333333,0.0,4.0,287.0,0.08,14.0,20.0,1273.0,True
41613,RealTimeInference,RegionA,RegionC,1291,1291,1295.7833333333333,0.0,4.0,287.0,0.08,15.0,20.0,1296.0,True
41667,RealTimeInference,RegionA,RegionC,1294,1294,1298.7833333333333,0.0,4.0,287.0,0.08,15.0,20.0,1299.0,True
11584,RealTimeInference,RegionA,RegionC,1328,1328,1332.7833333333333,0.0,4.0,287.0,0.08,15.0,20.0,1333.0,True
1962,RealTimeInference,RegionA,RegionC,1420,1420,1424.7833333333333,0.0,4.0,287.0,0.08,15.0,20.0,1425.0,True
47592,RealTimeInference,RegionB,RegionC,2290,2290,2294.7833333333333,0.0,4.0,287.0,0.08,14.0,20.0,2295.0,True
31178,RealTimeInference,RegionA,RegionC,2329,2329,2333.7833333333333,0.0,4.0,287.0,0.08,15.0,20.0,2334.0,True
20019,RealTimeInference,RegionA,RegionC,384,384,387.78333333333336,0.0,5.0,227.0,0.08,15.0,20.0,388.0,True
8069,RealTimeInference,RegionA,RegionC,408,408,411.78333333333336,0.0,5.0,227.0,0.08,15.0,20.0,412.0,True
23250,RealTimeInference,RegionB,RegionC,422,422,425.78333333333336,0.0,5.0,227.0,0.08,14.0,20.0,426.0,True
17281,RealTimeInference,RegionB,RegionC,767,767,770.7833333333333,0.0,5.0,227.0,0.08,14.0,20.0,771.0,True
6343,RealTimeInference,RegionA,RegionC,1105,1105,1108.7833333333333,0.0,5.0,227.0,0.08,15.0,20.0,1109.0,True
40203,RealTimeInference,RegionA,RegionC,1784,1784,1787.7833333333333,0.0,5.0,227.0,0.08,15.0,20.0,1788.0,True
44370,RealTimeInference,RegionA,RegionC,98,98,103.78333333333333,0.0,3.0,347.0,0.08,15.0,20.0,104.0,True
40993,RealTimeInference,RegionB,RegionC,189,189,194.78333333333333,0.0,3.0,347.0,0.08,14.0,20.0,195.0,True
20187,RealTimeInference,RegionB,RegionC,894,894,899.7833333333333,0.0,3.0,347.0,0.08,14.0,20.0,900.0,True
14075,RealTimeInference,RegionC,RegionC,1320,1320,1325.7833333333333,0.0,3.0,347.0,0.08,5.0,20.0,1326.0,False
35031,RealTimeInference,RegionB,RegionC,1539,1539,1544.7833333333333,0.0,3.0,347.0,0.08,14.0,20.0,1545.0,True
44791,RealTimeInference,RegionB,RegionC,30,30,32.78333333333333,0.0,6.0,167.0,0.08,14.0,20.0,33.0,True
15975,RealTimeInference,RegionB,RegionC,182,182,184.78333333333333,0.0,6.0,167.0,0.08,14.0,20.0,185.0,True
40754,RealTimeInference,RegionA,RegionC,466,466,468.78333333333336,0.0,6.0,167.0,0.08,15.0,20.0,469.0,True
864,RealTimeInference,RegionC,RegionC,1399,1399,1401.7833333333333,0.0,6.0,167.0,0.08,5.0,20.0,1402.0,False
16139,RealTimeInference,RegionB,RegionC,1714,1714,1716.7833333333333,0.0,6.0,167.0,0.08,14.0,20.0,1717.0,True
43031,RealTimeInference,RegionA,RegionC,2277,2277,2279.7833333333333,0.0,6.0,167.0,0.08,15.0,20.0,2280.0,True
22425,RealTimeInference,RegionC,RegionC,8,8,11.783333333333333,0.0,4.0,227.0,0.08,5.0,20.0,12.0,False
18636,RealTimeInference,RegionA,RegionC,1382,1382,1385.7833333333333,0.0,4.0,227.0,0.08,15.0,20.0,1386.0,True
17748,RealTimeInference,RegionC,RegionC,1792,1792,1795.7833333333333,0.0,4.0,227.0,0.08,5.0,20.0,1796.0,False
27432,RealTimeInference,RegionA,RegionC,2218,2218,2221.7833333333333,0.0,4.0,227.0,0.08,15.0,20.0,2222.0,True
30149,RealTimeInference,RegionA,RegionC,2351,2351,2354.7833333333333,0.0,4.0,227.0,0.08,15.0,20.0,2355.0,True
5647,RealTimeInference,RegionA,RegionC,2,2,6.783333333333333,0.0,3.0,287.0,0.08,15.0,20.0,7.0,True
31685,RealTimeInference,RegionB,RegionC,212,212,216.78333333333333,0.0,3.0,287.0,0.08,14.0,20.0,217.0,True
45772,RealTimeInference,RegionA,RegionC,757,757,761.7833333333333,0.0,3.0,287.0,0.08,15.0,20.0,762.0,True
10531,RealTimeInference,RegionB,RegionC,1219,1219,1223.7833333333333,0.0,3.0,287.0,0.08,14.0,20.0,1224.0,True
46082,RealTimeInference,RegionA,RegionC,1489,1489,1493.7833333333333,0.0,3.0,287.0,0.08,15.0,20.0,1494.0,True
5622,RealTimeInference,RegionA,RegionC,1941,1941,1945.7833333333333,0.0,3.0,287.0,0.08,15.0,20.0,1946.0,True
28179,RealTimeInference,RegionA,RegionC,548,548,550.7833333333333,0.0,5.0,167.0,0.08,15.0,20.0,551.0,True
26475,RealTimeInference,RegionA,RegionC,902,902,904.7833333333333,0.0,5.0,167.0,0.08,15.0,20.0,905.0,True
7568,RealTimeInference,RegionC,RegionC,949,949,951.7833333333333,0.0,5.0,167.0,0.08,5.0,20.0,952.0,False
27253,RealTimeInference,RegionC,RegionC,1022,1022,1024.7833333333333,0.0,5.0,167.0,0.08,5.0,20.0,1025.0,False
21910,RealTimeInference,RegionA,RegionC,2002,2002,2004.7833333333333,0.0,5.0,167.0,0.08,15.0,20.0,2005.0,True
17697,RealTimeInference,RegionA,RegionC,2063,2063,2065.7833333333333,0.0,5.0,167.0,0.08,15.0,20.0,2066.0,True
12837,RealTimeInference,RegionA,RegionC,2139,2139,2141.7833333333333,0.0,5.0,167.0,0.08,15.0,20.0,2142.0,True
40125,RealTimeInference,RegionA,RegionC,25,25,30.78333333333333,0.0,2.0,347.0,0.08,15.0,20.0,31.0,True
33311,RealTimeInference,RegionB,RegionC,71,71,76.78333333333333,0.0,2.0,347.0,0.08,14.0,20.0,77.0,True
49073,RealTimeInference,RegionA,RegionC,272,272,277.78333333333336,0.0,2.0,347.0,0.08,15.0,20.0,278.0,True
32563,RealTimeInference,RegionB,RegionC,384,384,389.78333333333336,0.0,2.0,347.0,0.08,14.0,20.0,390.0,True
35362,RealTimeInference,RegionA,RegionC,661,661,666.7833333333333,0.0,2.0,347.0,0.08,15.0,20.0,667.0,True
5873,RealTimeInference,RegionB,RegionC,867,867,872.7833333333333,0.0,2.0,347.0,0.08,14.0,20.0,873.0,True
27508,RealTimeInference,RegionC,RegionC,995,995,1000.7833333333333,0.0,2.0,347.0,0.08,5.0,20.0,1001.0,False
33842,RealTimeInference,RegionA,RegionC,1613,1613,1618.7833333333333,0.0,2.0,347.0,0.08,15.0,20.0,1619.0,True
657,RealTimeInference,RegionA,RegionC,1816,1816,1821.7833333333333,0.0,2.0,347.0,0.08,15.0,20.0,1822.0,True
49480,RealTimeInference,RegionA,RegionC,1993,1993,1998.7833333333333,0.0,2.0,347.0,0.08,15.0,20.0,1999.0,True
6943,RealTimeInference,RegionB,RegionC,313,313,316.78333333333336,0.0,3.0,227.0,0.08,14.0,20.0,317.0,True
40516,RealTimeInference,RegionC,RegionC,395,395,398.78333333333336,0.0,3.0,227.0,0.08,5.0,20.0,399.0,False
31226,RealTimeInference,RegionB,RegionC,473,473,476.78333333333336,0.0,3.0,227.0,0.08,14.0,20.0,477.0,True
416,RealTimeInference,RegionB,RegionC,886,886,889.7833333333333,0.0,3.0,227.0,0.08,14.0,20.0,890.0,True
4858,RealTimeInference,RegionC,RegionC,972,972,975.7833333333333,0.0,3.0,227.0,0.08,5.0,20.0,976.0,False
25866,RealTimeInference,RegionB,RegionC,1841,1841,1844.7833333333333,0.0,3.0,227.0,0.08,14.0,20.0,1845.0,True
33924,RealTimeInference,RegionC,RegionC,1920,1920,1923.7833333333333,0.0,3.0,227.0,0.08,5.0,20.0,1924.0,False
14106,RealTimeInference,RegionB,RegionC,2191,2191,2194.7833333333333,0.0,3.0,227.0,0.08,14.0,20.0,2195.0,True
13788,RealTimeInference,RegionA,RegionC,2212,2212,2215.7833333333333,0.0,3.0,227.0,0.08,15.0,20.0,2216.0,True
27034,RealTimeInference,RegionB,RegionC,716,716,718.7833333333333,0.0,4.0,167.0,0.08,14.0,20.0,719.0,True
46458,RealTimeInference,RegionB,RegionC,716,716,718.7833333333333,0.0,4.0,167.0,0.08,14.0,20.0,719.0,True
41605,RealTimeInference,RegionC,RegionC,1157,1157,1159.7833333333333,0.0,4.0,167.0,0.08,5.0,20.0,1160.0,False
34511,RealTimeInference,RegionA,RegionC,1311,1311,1313.7833333333333,0.0,4.0,167.0,0.08,15.0,20.0,1314.0,True
5370,RealTimeInference,RegionC,RegionC,1364,1364,1366.7833333333333,0.0,4.0,167.0,0.08,5.0,20.0,1367.0,False
41227,RealTimeInference,RegionA,RegionC,1551,1551,1553.7833333333333,0.0,4.0,167.0,0.08,15.0,20.0,1554.0,True
11441,RealTimeInference,RegionA,RegionC,1476,1476,1480.7833333333333,0.0,2.0,287.0,0.08,15.0,20.0,1481.0,True
27657,RealTimeInference,RegionB,RegionC,1778,1778,1782.7833333333333,0.0,2.0,287.0,0.08,14.0,20.0,1783.0,True
3251,RealTimeInference,RegionC,RegionC,1878,1878,1882.7833333333333,0.0,2.0,287.0,0.08,5.0,20.0,1883.0,False
11076,RealTimeInference,RegionC,RegionC,1981,1981,1985.7833333333333,0.0,2.0,287.0,0.08,5.0,20.0,1986.0,False
27167,RealTimeInference,RegionC,RegionC,2031,2031,2035.7833333333333,0.0,2.0,287.0,0.08,5.0,20.0,2036.0,False
6774,RealTimeInference,RegionC,RegionC,2359,2359,2363.7833333333333,0.0,2.0,287.0,0.08,5.0,20.0,2364.0,False
24766,RealTimeInference,RegionC,RegionC,115,115,117.78333333333333,0.0,3.0,167.0,0.08,5.0,20.0,118.0,False
20575,RealTimeInference,RegionC,RegionC,183,183,185.78333333333333,0.0,3.0,167.0,0.08,5.0,20.0,186.0,False
8952,RealTimeInference,RegionC,RegionC,892,892,894.7833333333333,0.0,3.0,167.0,0.08,5.0,20.0,895.0,False
9127,RealTimeInference,RegionB,RegionC,896,896,898.7833333333333,0.0,3.0,167.0,0.08,14.0,20.0,899.0,True
4146,RealTimeInference,RegionA,RegionC,1217,1217,1219.7833333333333,0.0,3.0,167.0,0.08,15.0,20.0,1220.0,True
7699,RealTimeInference,RegionC,RegionC,1558,1558,1560.7833333333333,0.0,3.0,167.0,0.08,5.0,20.0,1561.0,False
19303,RealTimeInference,RegionC,RegionC,773,773,776.7833333333333,0.0,2.0,227.0,0.08,5.0,20.0,777.0,False
18649,RealTimeInference,RegionA,RegionC,1807,1807,1810.7833333333333,0.0,2.0,227.0,0.08,15.0,20.0,1811.0,True
37963,RealTimeInference,RegionB,RegionC,88,88,93.78333333333333,0.0,1.0,347.0,0.08,14.0,20.0,94.0,True
39183,RealTimeInference,RegionB,RegionC,502,502,507.78333333333336,0.0,1.0,347.0,0.08,14.0,20.0,508.0,True
5665,RealTimeInference,RegionC,RegionC,534,534,539.7833333333333,0.0,1.0,347.0,0.08,5.0,20.0,540.0,False
49711,RealTimeInference,RegionB,RegionC,585,585,590.7833333333333,0.0,1.0,347.0,0.08,14.0,20.0,591.0,True
42997,RealTimeInference,RegionA,RegionC,846,846,851.7833333333333,0.0,1.0,347.0,0.08,15.0,20.0,852.0,True
33484,RealTimeInference,RegionC,RegionC,1255,1255,1260.7833333333333,0.0,1.0,347.0,0.08,5.0,20.0,1261.0,False
20603,RealTimeInference,RegionA,RegionC,1714,1714,1719.7833333333333,0.0,1.0,347.0,0.08,15.0,20.0,1720.0,True
34110,RealTimeInference,RegionA,RegionC,164,164,166.78333333333333,0.0,2.0,167.0,0.08,15.0,20.0,167.0,True
29966,RealTimeInference,RegionB,RegionC,250,250,252.78333333333333,0.0,2.0,167.0,0.08,14.0,20.0,253.0,True
6959,RealTimeInference,RegionA,RegionC,910,910,912.7833333333333,0.0,2.0,167.0,0.08,15.0,20.0,913.0,True
25060,RealTimeInference,RegionB,RegionC,1458,1458,1460.7833333333333,0.0,2.0,167.0,0.08,14.0,20.0,1461.0,True
44569,RealTimeInference,RegionC,RegionC,1470,1470,1472.7833333333333,0.0,2.0,167.0,0.08,5.0,20.0,1473.0,False
25487,RealTimeInference,RegionB,RegionC,1823,1823,1825.7833333333333,0.0,2.0,167.0,0.08,14.0,20.0,1826.0,True
6606,RealTimeInference,RegionA,RegionC,975,975,979.7833333333333,0.0,1.0,287.0,0.08,15.0,20.0,980.0,True
6385,RealTimeInference,RegionB,RegionC,1029,1029,1033.7833333333333,0.0,1.0,287.0,0.08,14.0,20.0,1034.0,True
49088,RealTimeInference,RegionB,RegionC,1051,1051,1055.7833333333333,0.0,1.0,287.0,0.08,14.0,20.0,1056.0,True
17852,RealTimeInference,RegionC,RegionC,1075,1075,1079.7833333333333,0.0,1.0,287.0,0.08,5.0,20.0,1080.0,False
14221,RealTimeInference,RegionA,RegionC,1844,1844,1848.7833333333333,0.0,1.0,287.0,0.08,15.0,20.0,1849.0,True
22491,RealTimeInference,RegionC,RegionC,2000,2000,2004.7833333333333,0.0,1.0,287.0,0.08,5.0,20.0,2005.0,False
47094,RealTimeInference,RegionB,RegionC,2073,2073,2077.7833333333333,0.0,1.0,287.0,0.08,14.0,20.0,2078.0,True
38186,RealTimeInference,RegionB,RegionC,2200,2200,2204.7833333333333,0.0,1.0,287.0,0.08,14.0,20.0,2205.0,True
12996,RealTimeInference,RegionB,RegionC,2248,2248,2252.7833333333333,0.0,1.0,287.0,0.08,14.0,20.0,2253.0,True
20583,RealTimeInference,RegionA,RegionC,445,445,448.78333333333336,0.0,1.0,227.0,0.08,15.0,20.0,449.0,True
41195,RealTimeInference,RegionA,RegionC,548,548,551.7833333333333,0.0,1.0,227.0,0.08,15.0,20.0,552.0,True
33934,RealTimeInference,RegionB,RegionC,1022,1022,1025.7833333333333,0.0,1.0,227.0,0.08,14.0,20.0,1026.0,True
1567,RealTimeInference,RegionA,RegionC,1659,1659,1662.7833333333333,0.0,1.0,227.0,0.08,15.0,20.0,1663.0,True
9246,RealTimeInference,RegionC,RegionC,1668,1668,1671.7833333333333,0.0,1.0,227.0,0.08,5.0,20.0,1672.0,False
44611,RealTimeInference,RegionA,RegionC,1872,1872,1875.7833333333333,0.0,1.0,227.0,0.08,15.0,20.0,1876.0,True
40578,RealTimeInference,RegionA,RegionC,2344,2344,2347.7833333333333,0.0,1.0,227.0,0.08,15.0,20.0,2348.0,True
22835,RealTimeInference,RegionA,RegionC,144,144,146.78333333333333,0.0,1.0,167.0,0.08,15.0,20.0,147.0,True
5757,RealTimeInference,RegionC,RegionC,179,179,181.78333333333333,0.0,1.0,167.0,0.08,5.0,20.0,182.0,False
21388,RealTimeInference,RegionC,RegionC,1422,1422,1424.7833333333333,0.0,1.0,167.0,0.08,5.0,20.0,1425.0,False
31751,RealTimeInference,RegionB,RegionC,1477,1477,1479.7833333333333,0.0,1.0,167.0,0.08,14.0,20.0,1480.0,True
16165,RealTimeInference,RegionB,RegionC,1950,1950,1952.7833333333333,0.0,1.0,167.0,0.08,14.0,20.0,1953.0,True
24752,RealTimeInference,RegionB,RegionC,2345,2345,2347.7833333333333,0.0,1.0,167.0,0.08,14.0,20.0,2348.0,True
36930,RealTimeInference,RegionA,RegionC,266,266,266.76666666666665,0.0,7.0,46.0,0.08,15.0,20.0,267.0,True
31358,RealTimeInference,RegionC,RegionC,1814,1814,1814.7666666666667,0.0,7.0,46.0,0.08,5.0,20.0,1815.0,False
28187,RealTimeInference,RegionA,RegionC,1984,1984,1984.7666666666667,0.0,7.0,46.0,0.08,15.0,20.0,1985.0,True
16957,RealTimeInference,RegionA,RegionC,2174,2174,2174.766666666667,0.0,7.0,46.0,0.08,15.0,20.0,2175.0,True
48485,RealTimeInference,RegionC,RegionC,2176,2176,2176.766666666667,0.0,7.0,46.0,0.08,5.0,20.0,2177.0,False
25716,RealTimeInference,RegionB,RegionC,2234,2234,2234.766666666667,0.0,7.0,46.0,0.08,14.0,20.0,2235.0,True
10568,RealTimeInference,RegionA,RegionC,2235,2235,2235.766666666667,0.0,7.0,46.0,0.08,15.0,20.0,2236.0,True
9891,RealTimeInference,RegionA,RegionC,2319,2319,2319.766666666667,0.0,7.0,46.0,0.08,15.0,20.0,2320.0,True
25455,RealTimeInference,RegionC,RegionC,32,32,32.766666666666666,0.0,6.0,46.0,0.08,5.0,20.0,33.0,False
23944,RealTimeInference,RegionB,RegionC,83,83,83.76666666666667,0.0,6.0,46.0,0.08,14.0,20.0,84.0,True
41417,RealTimeInference,RegionA,RegionC,438,438,438.76666666666665,0.0,6.0,46.0,0.08,15.0,20.0,439.0,True
36596,RealTimeInference,RegionA,RegionC,60,60,60.766666666666666,0.0,5.0,46.0,0.08,15.0,20.0,61.0,True
3301,RealTimeInference,RegionB,RegionC,98,98,98.76666666666667,0.0,5.0,46.0,0.08,14.0,20.0,99.0,True
4600,RealTimeInference,RegionB,RegionC,1479,1479,1479.7666666666667,0.0,5.0,46.0,0.08,14.0,20.0,1480.0,True
27414,RealTimeInference,RegionB,RegionC,1696,1696,1696.7666666666667,0.0,5.0,46.0,0.08,14.0,20.0,1697.0,True
9273,RealTimeInference,RegionC,RegionC,2232,2232,2232.766666666667,0.0,5.0,46.0,0.08,5.0,20.0,2233.0,False
42805,RealTimeInference,RegionC,RegionC,2348,2348,2348.766666666667,0.0,5.0,46.0,0.08,5.0,20.0,2349.0,False
3689,RealTimeInference,RegionB,RegionC,29,29,29.766666666666666,0.0,4.0,46.0,0.08,14.0,20.0,30.0,True
11981,RealTimeInference,RegionB,RegionC,71,71,71.76666666666667,0.0,4.0,46.0,0.08,14.0,20.0,72.0,True
46259,RealTimeInference,RegionA,RegionC,237,237,237.76666666666668,0.0,4.0,46.0,0.08,15.0,20.0,238.0,True
28011,RealTimeInference,RegionB,RegionC,523,523,523.7666666666667,0.0,4.0,46.0,0.08,14.0,20.0,524.0,True
2297,RealTimeInference,RegionA,RegionC,642,642,642.7666666666667,0.0,4.0,46.0,0.08,15.0,20.0,643.0,True
12354,RealTimeInference,RegionB,RegionC,1198,1198,1198.7666666666667,0.0,4.0,46.0,0.08,14.0,20.0,1199.0,True
16934,RealTimeInference,RegionC,RegionC,1443,1443,1443.7666666666667,0.0,4.0,46.0,0.08,5.0,20.0,1444.0,False
47099,RealTimeInference,RegionB,RegionC,1984,1984,1984.7666666666667,0.0,4.0,46.0,0.08,14.0,20.0,1985.0,True
34202,RealTimeInference,RegionA,RegionC,2248,2248,2248.766666666667,0.0,4.0,46.0,0.08,15.0,20.0,2249.0,True
26477,RealTimeInference,RegionB,RegionC,1028,1028,1028.7666666666667,0.0,3.0,46.0,0.08,14.0,20.0,1029.0,True
34909,RealTimeInference,RegionA,RegionC,1076,1076,1076.7666666666667,0.0,3.0,46.0,0.08,15.0,20.0,1077.0,True
31396,RealTimeInference,RegionB,RegionC,1277,1277,1277.7666666666667,0.0,3.0,46.0,0.08,14.0,20.0,1278.0,True
41373,RealTimeInference,RegionB,RegionC,1681,1681,1681.7666666666667,0.0,3.0,46.0,0.08,14.0,20.0,1682.0,True
34077,RealTimeInference,RegionA,RegionC,1988,1988,1988.7666666666667,0.0,3.0,46.0,0.08,15.0,20.0,1989.0,True
45205,RealTimeInference,RegionB,RegionC,2118,2118,2118.766666666667,0.0,3.0,46.0,0.08,14.0,20.0,2119.0,True
41007,RealTimeInference,RegionB,RegionC,157,157,157.76666666666668,0.0,2.0,46.0,0.08,14.0,20.0,158.0,True
31379,RealTimeInference,RegionC,RegionC,465,465,465.76666666666665,0.0,2.0,46.0,0.08,5.0,20.0,466.0,False
38168,RealTimeInference,RegionC,RegionC,396,396,396.76666666666665,0.0,1.0,46.0,0.08,5.0,20.0,397.0,False
33661,RealTimeInference,RegionC,RegionC,579,579,579.7666666666667,0.0,1.0,46.0,0.08,5.0,20.0,580.0,False
11263,RealTimeInference,RegionA,RegionC,984,984,984.7666666666667,0.0,1.0,46.0,0.08,15.0,20.0,985.0,True
44161,RealTimeInference,RegionB,RegionC,1123,1123,1123.7666666666667,0.0,1.0,46.0,0.08,14.0,20.0,1124.0,True
41873,RealTimeInference,RegionC,RegionC,1798,1798,1798.7666666666667,0.0,1.0,46.0,0.08,5.0,20.0,1799.0,False
37035,RealTimeInference,RegionA,RegionC,469,469,474.76666666666665,0.0,7.0,346.0,0.08,15.0,20.0,475.0,True
40411,RealTimeInference,RegionC,RegionC,698,698,703.7666666666667,0.0,7.0,346.0,0.08,5.0,20.0,704.0,False
29037,RealTimeInference,RegionC,RegionC,858,858,863.7666666666667,0.0,7.0,346.0,0.08,5.0,20.0,864.0,False
48359,RealTimeInference,RegionB,RegionC,1376,1376,1381.7666666666667,0.0,7.0,346.0,0.08,14.0,20.0,1382.0,True
18922,RealTimeInference,RegionC,RegionC,1503,1503,1508.7666666666667,0.0,7.0,346.0,0.08,5.0,20.0,1509.0,False
3189,RealTimeInference,RegionA,RegionC,1673,1673,1678.7666666666667,0.0,7.0,346.0,0.08,15.0,20.0,1679.0,True
34908,RealTimeInference,RegionC,RegionC,1943,1943,1948.7666666666667,0.0,7.0,346.0,0.08,5.0,20.0,1949.0,False
37971,RealTimeInference,RegionC,RegionC,2109,2109,2114.766666666667,0.0,7.0,346.0,0.08,5.0,20.0,2115.0,False
34531,RealTimeInference,RegionB,RegionC,2390,2390,2395.766666666667,0.0,7.0,346.0,0.08,14.0,20.0,2396.0,True
37127,RealTimeInference,RegionA,RegionC,7,7,12.766666666666666,0.0,6.0,346.0,0.08,15.0,20.0,13.0,True
24280,RealTimeInference,RegionB,RegionC,226,226,231.76666666666668,0.0,6.0,346.0,0.08,14.0,20.0,232.0,True
19281,RealTimeInference,RegionB,RegionC,602,602,607.7666666666667,0.0,6.0,346.0,0.08,14.0,20.0,608.0,True
31893,RealTimeInference,RegionA,RegionC,882,882,887.7666666666667,0.0,6.0,346.0,0.08,15.0,20.0,888.0,True
4983,RealTimeInference,RegionC,RegionC,1796,1796,1801.7666666666667,0.0,6.0,346.0,0.08,5.0,20.0,1802.0,False
4830,RealTimeInference,RegionB,RegionC,43,43,47.766666666666666,0.0,7.0,286.0,0.08,14.0,20.0,48.0,True
19438,RealTimeInference,RegionB,RegionC,387,387,391.76666666666665,0.0,7.0,286.0,0.08,14.0,20.0,392.0,True
25775,RealTimeInference,RegionB,RegionC,609,609,613.7666666666667,0.0,7.0,286.0,0.08,14.0,20.0,614.0,True
