Hour,Region,TotalLoad_MW,AvailableRE_MW,GridPurchase_MW,GridSell_MW,UsedRE_MW,RE_Charge_MW,GridCharge_MW,Discharge_MW,Curtailment_MW,NetImport_MW,SOC_MWh
977,RegionB,317.72475045,59.0026,258.72215044999996,0.0,59.0026,0.0,0.0,0.0,0.0,258.72215044999996,320.0
978,RegionB,256.46175045,45.4432,211.01855045000002,0.0,45.4432,0.0,0.0,0.0,0.0,211.01855045000002,320.0
979,RegionB,310.11480045,52.3042,172.85060045000006,0.0,52.3042,0.0,0.0,84.95999999999998,0.0,172.85060045000006,227.6521739130435
980,RegionB,287.82179955000004,47.1319,150.68989955000004,0.0,47.1319,0.0,0.0,90.0,0.0,150.68989955000004,129.82608695652175
981,RegionB,331.08975045,54.4036,186.68615045,0.0,54.4036,0.0,0.0,90.0,0.0,186.68615045,32.0
982,RegionB,351.22724955000007,107.9374,243.28984955000007,0.0,107.9374,-0.0,0.0,0.0,0.0,243.28984955000007,32.0
983,RegionB,350.82764955000005,106.9735,243.85414955000005,0.0,106.9735,0.0,0.0,0.0,0.0,243.85414955000005,32.0
984,RegionB,485.21520045000005,126.2009,449.01430045000006,0.0,36.200900000000004,90.0,0.0,0.0,0.0,449.01430045000006,115.7
985,RegionB,497.853,127.0372,460.8158,0.0,37.0372,90.0,0.0,0.0,0.0,460.8158,199.4
986,RegionB,510.35400000000004,79.704,520.0,0.0,0.0,79.704,9.645999999999972,0.0,0.0,520.0,282.4955
987,RegionB,501.28200000000004,79.704,461.9054193548387,0.0,39.376580645161276,40.32741935483872,0.0,0.0,0.0,461.9054193548387,320.0
988,RegionB,511.27200000000005,79.704,431.56800000000004,0.0,79.704,-0.0,0.0,0.0,0.0,431.56800000000004,320.0
989,RegionB,512.61839955,79.704,432.91439955000004,0.0,79.704,0.0,0.0,0.0,0.0,432.91439955000004,320.0
990,RegionB,491.74920045000005,79.704,412.04520045000004,0.0,79.704,0.0,0.0,0.0,0.0,412.04520045000004,320.0
991,RegionB,492.71939955,79.704,413.01539955,0.0,79.704,-0.0,0.0,0.0,0.0,413.01539955,320.0
992,RegionB,493.02449955000003,79.704,413.32049955,0.0,79.704,0.0,0.0,0.0,0.0,413.32049955,320.0
993,RegionB,497.96190045000003,83.8298,414.13210045000005,0.0,83.8298,-0.0,0.0,0.0,0.0,414.13210045000005,320.0
994,RegionB,511.08344955,87.6744,423.40904955,0.0,87.6744,0.0,0.0,0.0,0.0,423.40904955,320.0
995,RegionB,509.47245000000004,88.6414,420.83105,0.0,88.6414,0.0,0.0,0.0,0.0,420.83105,320.0
996,RegionB,465.16049955000005,82.9395,382.22099955000004,0.0,82.9395,0.0,0.0,0.0,0.0,382.22099955000004,320.0
997,RegionB,432.96615045000004,80.076,352.8901504500001,0.0,80.076,0.0,0.0,0.0,0.0,352.8901504500001,320.0
998,RegionB,411.56100000000004,77.1136,334.4474,0.0,77.1136,0.0,0.0,0.0,0.0,334.4474,320.0
999,RegionB,344.29545045000003,66.2114,278.08405045000006,0.0,66.2114,0.0,0.0,0.0,0.0,278.08405045000006,320.0
1000,RegionB,279.44145045,58.638,220.80345044999999,0.0,58.638,0.0,0.0,0.0,0.0,220.80345044999999,320.0
1001,RegionB,287.6175,56.6449,230.9726,0.0,56.6449,0.0,0.0,0.0,0.0,230.9726,320.0
1002,RegionB,265.55219955,50.9496,214.60259955,0.0,50.9496,0.0,0.0,0.0,0.0,214.60259955,320.0
1003,RegionB,266.71724955,49.3522,132.40504955000003,0.0,49.3522,0.0,0.0,84.95999999999998,0.0,132.40504955000003,227.6521739130435
1004,RegionB,289.56780045,50.2889,149.27890044999998,0.0,50.2889,0.0,0.0,90.0,0.0,149.27890044999998,129.82608695652175
1005,RegionB,348.01154955000004,55.9528,202.05874955000002,0.0,55.9528,0.0,0.0,90.0,0.0,202.05874955000002,32.0
1006,RegionB,417.47625045,114.4093,303.06695045000004,0.0,114.4093,-0.0,0.0,0.0,0.0,303.06695045000004,32.0
1007,RegionB,432.22230045000003,116.9143,315.30800045,0.0,116.9143,0.0,0.0,0.0,0.0,315.30800045,32.0
1008,RegionB,456.95205000000004,120.8043,426.14775000000003,0.0,30.804299999999998,90.0,0.0,0.0,0.0,426.14775000000003,115.7
1009,RegionB,492.98310045,126.0369,456.94620045,0.0,36.0369,90.0,0.0,0.0,0.0,456.94620045,199.4
1010,RegionB,513.2690995500001,78.9851,520.0,0.0,0.0,78.9851,6.730900449999908,0.0,0.0,520.0,279.11588041849996
1011,RegionB,519.075,79.704,483.3324189048388,0.0,35.742581095161235,43.96141890483876,0.0,0.0,0.0,483.3324189048388,320.0
1012,RegionB,522.3991495500001,79.704,442.69514955000005,0.0,79.704,-0.0,0.0,0.0,0.0,442.69514955000005,320.0
1013,RegionB,520.17299955,79.704,440.46899955,0.0,79.704,0.0,0.0,0.0,0.0,440.46899955,320.0
1014,RegionB,518.2218,79.704,438.5178,0.0,79.704,0.0,0.0,0.0,0.0,438.5178,320.0
1015,RegionB,514.69425,79.704,434.99025,0.0,79.704,-0.0,0.0,0.0,0.0,434.99025,320.0
1016,RegionB,517.55310045,79.704,437.84910045,0.0,79.704,0.0,0.0,0.0,0.0,437.84910045,320.0
1017,RegionB,504.1872,83.8298,420.3574,0.0,83.8298,-0.0,0.0,0.0,0.0,420.3574,320.0
1018,RegionB,502.8619495500001,87.6744,415.1875495500001,0.0,87.6744,0.0,0.0,0.0,0.0,415.1875495500001,320.0
1019,RegionB,479.871,89.2331,390.6379,0.0,89.2331,0.0,0.0,0.0,0.0,390.6379,320.0
1020,RegionB,439.9029,84.6072,355.2957,0.0,84.6072,0.0,0.0,0.0,0.0,355.2957,320.0
1021,RegionB,427.18050000000005,80.3846,346.7959000000001,0.0,80.3846,0.0,0.0,0.0,0.0,346.7959000000001,320.0
1022,RegionB,404.4654,74.8391,329.6263,0.0,74.8391,0.0,0.0,0.0,0.0,329.6263,320.0
1023,RegionB,365.1367504500001,69.3353,295.80145045000006,0.0,69.3353,0.0,0.0,0.0,0.0,295.80145045000006,320.0
1024,RegionB,301.58145045000003,58.07,243.51145045000004,0.0,58.07,0.0,0.0,0.0,0.0,243.51145045000004,320.0
1025,RegionB,238.27320045000002,48.3725,189.90070045000002,0.0,48.3725,0.0,0.0,0.0,0.0,189.90070045000002,320.0
1026,RegionB,281.47274955,50.2346,231.23814955,0.0,50.2346,0.0,0.0,0.0,0.0,231.23814955,320.0
1027,RegionB,306.13184955,55.2433,165.92854955000004,0.0,55.2433,0.0,0.0,84.95999999999998,0.0,165.92854955000004,227.6521739130435
1028,RegionB,279.2853,48.3246,140.9607,0.0,48.3246,0.0,0.0,90.0,0.0,140.9607,129.82608695652175
1029,RegionB,315.37124955,51.9129,173.45834955000004,0.0,51.9129,0.0,0.0,90.0,0.0,173.45834955000004,32.0
1030,RegionB,336.91049955,104.87360000000001,232.03689955,0.0,104.87360000000001,-0.0,0.0,0.0,0.0,232.03689955,32.0
1031,RegionB,404.18639955000003,114.1542,290.03219955000003,0.0,114.1542,0.0,0.0,0.0,0.0,290.03219955000003,32.0
1032,RegionB,492.45884955,124.2266,458.23224955,0.0,34.226600000000005,90.0,0.0,0.0,0.0,458.23224955,115.7
1033,RegionB,524.7072000000001,129.204,485.50320000000005,0.0,39.20400000000001,90.0,0.0,0.0,0.0,485.50320000000005,199.4
1034,RegionB,491.57999955,79.704,501.87599955,0.0,0.0,79.704,10.296000000000006,0.0,0.0,501.87599955,283.1
1035,RegionB,459.72539955,79.704,419.6988189048387,0.0,40.02658064516131,39.67741935483868,0.0,0.0,0.0,419.6988189048387,320.0
1036,RegionB,444.75570045,79.704,365.05170045,0.0,79.704,-0.0,0.0,0.0,0.0,365.05170045,320.0
1037,RegionB,472.84469955000003,79.704,393.14069955,0.0,79.704,0.0,0.0,0.0,0.0,393.14069955,320.0
1038,RegionB,487.64700000000005,79.704,407.94300000000004,0.0,79.704,0.0,0.0,0.0,0.0,407.94300000000004,320.0
1039,RegionB,486.2052,79.704,406.5012,0.0,79.704,0.0,0.0,-0.0,0.0,406.5012,320.0
1040,RegionB,477.2196,79.704,397.5156,0.0,79.704,0.0,0.0,-0.0,0.0,397.5156,320.0
1041,RegionB,482.41619955,83.8298,398.58639955,0.0,83.8298,0.0,0.0,-0.0,0.0,398.58639955,320.0
1042,RegionB,501.24960000000004,87.6744,413.57520000000005,0.0,87.6744,0.0,0.0,-0.0,0.0,413.57520000000005,320.0
1043,RegionB,466.83675000000005,85.5233,381.31345000000005,0.0,85.5233,0.0,0.0,-0.0,0.0,381.31345000000005,320.0
1044,RegionB,429.96690000000007,82.127,347.83990000000006,0.0,82.127,0.0,0.0,-0.0,0.0,347.83990000000006,320.0
1045,RegionB,424.03185045000004,81.8529,342.17895045,0.0,81.8529,0.0,0.0,0.0,0.0,342.17895045,320.0
1046,RegionB,375.04035045,76.5287,298.51165045,0.0,76.5287,0.0,0.0,0.0,0.0,298.51165045,320.0
1047,RegionB,363.47805,71.0718,292.40625,0.0,71.0718,0.0,0.0,0.0,0.0,292.40625,320.0
1048,RegionB,299.03489955,56.5688,242.46609954999997,0.0,56.5688,-0.0,0.0,0.0,0.0,242.46609954999997,320.0
1049,RegionB,280.935,51.2017,139.73329999999999,0.0,51.2017,0.0,0.0,90.0,0.0,139.73329999999999,222.17391304347825
1050,RegionB,243.28259955,45.245,108.03759954999998,0.0,45.245,0.0,0.0,90.0,0.0,108.03759954999998,124.34782608695652
1051,RegionB,290.69729955,47.7442,157.99309955,0.0,47.7442,0.0,0.0,84.96,0.0,157.99309955,32.0
1052,RegionB,302.43959955,48.8511,253.58849955000002,0.0,48.8511,0.0,0.0,0.0,0.0,253.58849955000002,32.0
1053,RegionB,296.88839955000003,49.9912,246.89719955000004,0.0,49.9912,0.0,0.0,0.0,0.0,246.89719955000004,32.0
1054,RegionB,369.5301,108.6037,260.9264,0.0,108.6037,0.0,0.0,0.0,0.0,260.9264,32.0
1055,RegionB,405.72090000000003,113.9699,291.75100000000003,0.0,113.9699,-0.0,0.0,0.0,0.0,291.75100000000003,32.0
1056,RegionB,458.81325045000006,121.8816,336.93165045000006,0.0,121.8816,0.0,0.0,0.0,0.0,336.93165045000006,32.0
1057,RegionB,514.76265045,129.204,385.55865045,0.0,129.204,0.0,0.0,0.0,0.0,385.55865045,32.0
1058,RegionB,521.2903500000001,79.704,441.5863500000001,0.0,79.704,0.0,0.0,0.0,0.0,441.5863500000001,32.0
1059,RegionB,515.349,79.704,481.33842025483887,0.0,34.010579745161166,45.69342025483883,0.0,0.0,0.0,481.33842025483887,74.49488083700011
1060,RegionB,512.08560045,79.704,520.0,0.0,0.0,79.704,7.914399549999999,0.0,0.0,520.0,155.9799924185001
1061,RegionB,513.3384004500001,79.704,520.0,0.0,0.0,79.704,6.661599549999906,0.0,0.0,520.0,236.3
1062,RegionB,508.29299955,79.704,518.5889995499999,0.0,0.0,79.704,10.296000000000006,0.0,0.0,518.5889995499999,320.0
1063,RegionB,508.57335000000006,79.704,428.86935000000005,0.0,79.704,0.0,0.0,-0.0,0.0,428.86935000000005,320.0
1064,RegionB,510.14789955000003,79.704,430.44389955,0.0,79.704,0.0,0.0,0.0,0.0,430.44389955,320.0
1065,RegionB,510.31170045000005,83.8298,426.48190045,0.0,83.8298,0.0,0.0,0.0,0.0,426.48190045,320.0
1066,RegionB,508.16925045000005,87.6744,420.49485045000006,0.0,87.6744,0.0,0.0,0.0,0.0,420.49485045000006,320.0
1067,RegionB,481.89285045,86.4201,395.47275045000004,0.0,86.4201,0.0,0.0,0.0,0.0,395.47275045000004,320.0
1068,RegionB,439.69050045,80.9676,358.72290045,0.0,80.9676,0.0,0.0,0.0,0.0,358.72290045,320.0
1069,RegionB,415.04984955,83.0823,331.96754954999994,0.0,83.0823,0.0,0.0,0.0,0.0,331.96754954999994,320.0
1070,RegionB,375.1438495500001,75.6075,299.53634955000007,0.0,75.6075,0.0,0.0,0.0,0.0,299.53634955000007,320.0
1071,RegionB,344.05199955,68.9192,275.13279955,0.0,68.9192,0.0,0.0,0.0,0.0,275.13279955,320.0
1072,RegionB,298.01610045,59.106,238.91010045000002,0.0,59.106,-0.0,0.0,0.0,0.0,238.91010045000002,320.0
1073,RegionB,280.29735045,54.886,135.41135045000001,0.0,54.886,0.0,0.0,90.0,0.0,135.41135045000001,222.17391304347825
1074,RegionB,223.74180045000003,45.8887,87.85310045000003,0.0,45.8887,0.0,0.0,90.0,0.0,87.85310045000003,124.34782608695652
1075,RegionB,268.4151,48.3427,135.11239999999998,0.0,48.3427,0.0,0.0,84.96,0.0,135.11239999999998,32.0
1076,RegionB,294.57989955000005,50.866,243.71389955000006,0.0,50.866,0.0,0.0,0.0,0.0,243.71389955000006,32.0
1077,RegionB,354.82950045,60.0453,294.78420045,0.0,60.0453,0.0,0.0,0.0,0.0,294.78420045,32.0
1078,RegionB,366.6006,112.0158,254.58479999999997,0.0,112.0158,0.0,0.0,0.0,0.0,254.58479999999997,32.0
1079,RegionB,417.87944955,120.2737,297.60574955,0.0,120.2737,-0.0,0.0,0.0,0.0,297.60574955,32.0
1080,RegionB,457.7246995500001,125.5995,332.12519955000005,0.0,125.5995,0.0,0.0,0.0,0.0,332.12519955000005,32.0
1081,RegionB,502.30574955000003,128.3819,373.92384955,0.0,128.3819,0.0,0.0,0.0,0.0,373.92384955,32.0
1082,RegionB,518.21595045,79.4002,438.81575045000005,0.0,79.4002,0.0,0.0,0.0,0.0,438.81575045000005,32.0
1083,RegionB,512.42895,79.704,481.02047025483864,0.0,31.408479745161316,48.29552025483868,0.0,0.0,0.0,481.02047025483864,76.91483383699997
1084,RegionB,512.55540045,79.704,520.0,0.0,0.0,79.704,7.444599550000035,0.0,0.0,520.0,157.9630314185
1085,RegionB,511.71840045,79.704,520.0,0.0,0.0,79.704,8.281599550000024,0.0,0.0,520.0,239.78963900000002
1086,RegionB,513.4563,79.704,520.0,0.0,0.0,79.704,6.5436999999999585,0.0,0.0,520.0,320.0
1087,RegionB,501.8382000000001,79.704,422.1342000000001,0.0,79.704,0.0,0.0,-0.0,0.0,422.1342000000001,320.0
1088,RegionB,505.55700045000003,79.704,425.85300045,0.0,79.704,0.0,0.0,0.0,0.0,425.85300045,320.0
1089,RegionB,511.84440000000006,83.8298,428.0146000000001,0.0,83.8298,0.0,0.0,0.0,0.0,428.0146000000001,320.0
1090,RegionB,506.72969955,87.6744,419.05529955000003,0.0,87.6744,0.0,0.0,0.0,0.0,419.05529955000003,320.0
1091,RegionB,509.8815,90.3587,419.5228,0.0,90.3587,0.0,0.0,0.0,0.0,419.5228,320.0
1092,RegionB,453.08430000000004,82.785,370.2993,0.0,82.785,0.0,0.0,0.0,0.0,370.2993,320.0
1093,RegionB,433.44135045,79.1627,354.27865045,0.0,79.1627,0.0,0.0,0.0,0.0,354.27865045,320.0
1094,RegionB,411.5367,75.1283,336.40840000000003,0.0,75.1283,0.0,0.0,0.0,0.0,336.40840000000003,320.0
1095,RegionB,368.95860045,67.2593,301.69930045,0.0,67.2593,0.0,0.0,0.0,0.0,301.69930045,320.0
1096,RegionB,339.77700045,61.1183,278.65870045,0.0,61.1183,-0.0,0.0,0.0,0.0,278.65870045,320.0
1097,RegionB,322.68284955,57.3846,175.29824955000004,0.0,57.3846,0.0,0.0,90.0,0.0,175.29824955000004,222.17391304347825
1098,RegionB,330.37020045,55.9704,184.39980045000004,0.0,55.9704,0.0,0.0,90.0,0.0,184.39980045000004,124.34782608695652
1099,RegionB,305.6616,49.9869,170.71470000000005,0.0,49.9869,0.0,0.0,84.96,0.0,170.71470000000005,32.0
1100,RegionB,314.20754955,48.3428,265.86474955,0.0,48.3428,0.0,0.0,0.0,0.0,265.86474955,32.0
1101,RegionB,342.45000045,52.2774,290.17260045,0.0,52.2774,0.0,0.0,0.0,0.0,290.17260045,32.0
1102,RegionB,397.76625045000003,110.489,287.27725045,0.0,110.489,0.0,0.0,0.0,0.0,287.27725045,32.0
1103,RegionB,379.64655045000006,111.5723,268.0742504500001,0.0,111.5723,-0.0,0.0,0.0,0.0,268.0742504500001,32.0
1104,RegionB,409.35780000000005,119.6602,289.6976000000001,0.0,119.6602,0.0,0.0,0.0,0.0,289.6976000000001,32.0
1105,RegionB,473.67899955,129.204,344.47499955,0.0,129.204,0.0,0.0,0.0,0.0,344.47499955,32.0
1106,RegionB,474.97140045000003,79.704,395.26740045,0.0,79.704,0.0,0.0,0.0,0.0,395.26740045,32.0
1107,RegionB,471.43799955,79.704,458.9513689048387,0.0,12.486630645161227,67.21736935483877,0.0,0.0,0.0,458.9513689048387,94.51215350000005
1108,RegionB,483.93405045000003,79.704,494.23005045,0.0,0.0,79.704,10.296000000000006,0.0,0.0,494.23005045,178.21215350000006
1109,RegionB,524.76299955,79.704,520.0,0.0,4.7629995500000035,74.94100044999999,0.0,0.0,0.0,520.0,247.90728391850007
1110,RegionB,522.1849504500001,79.704,520.0,0.0,2.1849504500000734,77.51904954999992,0.0,0.0,0.0,520.0,320.0
1111,RegionB,481.44959955,79.704,401.74559955,0.0,79.704,0.0,0.0,-0.0,0.0,401.74559955,320.0
1112,RegionB,484.89930045,79.704,405.19530045,0.0,79.704,0.0,0.0,0.0,0.0,405.19530045,320.0
1113,RegionB,506.37780045000005,83.8298,422.54800045,0.0,83.8298,0.0,0.0,0.0,0.0,422.54800045,320.0
1114,RegionB,517.7574000000001,87.6744,430.0830000000001,0.0,87.6744,0.0,0.0,0.0,0.0,430.0830000000001,320.0
1115,RegionB,503.9415000000001,88.4172,415.5243000000001,0.0,88.4172,0.0,0.0,0.0,0.0,415.5243000000001,320.0
1116,RegionB,456.96690000000007,83.0725,373.8944000000001,0.0,83.0725,0.0,0.0,0.0,0.0,373.8944000000001,320.0
1117,RegionB,425.17710000000005,78.2941,346.88300000000004,0.0,78.2941,0.0,0.0,0.0,0.0,346.88300000000004,320.0
1118,RegionB,407.64195,78.566,329.07595000000003,0.0,78.566,0.0,0.0,0.0,0.0,329.07595000000003,320.0
1119,RegionB,327.72285045,65.9975,261.72535045,0.0,65.9975,0.0,0.0,0.0,0.0,261.72535045,320.0
1120,RegionB,307.96379955000003,60.4241,247.53969955000002,0.0,60.4241,-0.0,0.0,0.0,0.0,247.53969955000002,320.0
1121,RegionB,278.41275045,54.5115,133.90125044999996,0.0,54.5115,0.0,0.0,90.0,0.0,133.90125044999996,222.17391304347825
1122,RegionB,271.90755,49.7445,132.16305,0.0,49.7445,0.0,0.0,90.0,0.0,132.16305,124.34782608695652
1123,RegionB,300.02400000000006,50.1488,164.91520000000008,0.0,50.1488,0.0,0.0,84.96,0.0,164.91520000000008,32.0
1124,RegionB,263.682,45.8906,217.7914,0.0,45.8906,0.0,0.0,0.0,0.0,217.7914,32.0
1125,RegionB,335.43855,55.7705,279.66805,0.0,55.7705,0.0,0.0,0.0,0.0,279.66805,32.0
1126,RegionB,364.03830000000005,111.3536,252.68470000000005,0.0,111.3536,0.0,0.0,0.0,0.0,252.68470000000005,32.0
1127,RegionB,402.59069955,116.9446,285.64609955000003,0.0,116.9446,-0.0,0.0,0.0,0.0,285.64609955000003,32.0
1128,RegionB,442.8918,122.8333,320.0585,0.0,122.8333,0.0,0.0,0.0,0.0,320.0585,32.0
1129,RegionB,491.15700000000004,127.1992,363.9578,0.0,127.1992,0.0,0.0,0.0,0.0,363.9578,32.0
1130,RegionB,506.94075045,79.704,427.23675045,0.0,79.704,0.0,0.0,0.0,0.0,427.23675045,32.0
1131,RegionB,503.00460000000004,79.704,480.03206980483884,0.0,22.972530195161198,56.731469804838795,0.0,0.0,0.0,480.03206980483884,84.76026691850008
1132,RegionB,515.0776500000001,79.704,520.0,0.0,0.0,79.704,4.922349999999952,0.0,0.0,520.0,163.46277241850004
1133,RegionB,521.38440045,79.704,520.0,0.0,1.3844004500000295,78.31959954999996,0.0,0.0,0.0,520.0,236.3
1134,RegionB,499.8456,79.704,510.1416,0.0,0.0,79.704,10.296000000000006,0.0,0.0,510.1416,320.0
1135,RegionB,501.3792,79.704,421.6752,0.0,79.704,0.0,0.0,0.0,0.0,421.6752,320.0
1136,RegionB,522.1368,79.704,442.4328,0.0,79.704,0.0,0.0,0.0,0.0,442.4328,320.0
1137,RegionB,526.4631004500001,83.8298,442.6333004500001,0.0,83.8298,0.0,0.0,0.0,0.0,442.6333004500001,320.0
1138,RegionB,524.9241004500001,87.6744,437.2497004500001,0.0,87.6744,-0.0,0.0,0.0,0.0,437.2497004500001,320.0
1139,RegionB,519.8273995500001,90.9758,428.8515995500001,0.0,90.9758,0.0,0.0,0.0,0.0,428.8515995500001,320.0
1140,RegionB,445.53419955000004,80.5542,364.97999955000006,0.0,80.5542,0.0,0.0,0.0,0.0,364.97999955000006,320.0
1141,RegionB,426.97169955000004,78.6623,348.30939955,0.0,78.6623,0.0,0.0,0.0,0.0,348.30939955,320.0
1142,RegionB,398.17170000000004,73.9425,324.22920000000005,0.0,73.9425,0.0,0.0,0.0,0.0,324.22920000000005,320.0
1143,RegionB,375.30630045,68.8892,306.41710044999996,0.0,68.8892,0.0,0.0,0.0,0.0,306.41710044999996,320.0
1144,RegionB,319.49819955000004,56.8966,262.60159955000006,0.0,56.8966,0.0,0.0,0.0,0.0,262.60159955000006,320.0
1145,RegionB,337.63679955000003,58.3808,279.25599955,0.0,58.3808,0.0,0.0,0.0,0.0,279.25599955,320.0
1146,RegionB,310.3839,51.7025,258.6814,0.0,51.7025,0.0,0.0,0.0,0.0,258.6814,320.0
1147,RegionB,250.27289955000003,42.9606,122.35229955000005,0.0,42.9606,0.0,0.0,84.95999999999998,0.0,122.35229955000005,227.6521739130435
1148,RegionB,312.85079955000003,47.2473,175.60349955000004,0.0,47.2473,0.0,0.0,90.0,0.0,175.60349955000004,129.82608695652175
1149,RegionB,315.59580045,52.8161,172.77970045,0.0,52.8161,0.0,0.0,90.0,0.0,172.77970045,32.0
1150,RegionB,335.2185,106.7447,228.4738,0.0,106.7447,-0.0,0.0,0.0,0.0,228.4738,32.0
1151,RegionB,362.46059955,110.5578,251.90279955,0.0,110.5578,0.0,0.0,0.0,0.0,251.90279955,32.0
1152,RegionB,436.32044955000003,119.9943,406.32614955,0.0,29.994299999999996,90.0,0.0,0.0,0.0,406.32614955,115.7
1153,RegionB,476.35560000000004,129.204,437.15160000000003,0.0,39.20400000000001,90.0,0.0,0.0,0.0,437.15160000000003,199.4
1154,RegionB,472.9266,79.704,483.2226,0.0,0.0,79.704,10.296000000000006,0.0,0.0,483.2226,283.1
1155,RegionB,479.49749955000004,79.704,439.4709189048387,0.0,40.02658064516131,39.67741935483868,0.0,0.0,0.0,439.4709189048387,320.0
1156,RegionB,505.21815045,79.704,425.51415045,0.0,79.704,-0.0,0.0,0.0,0.0,425.51415045,320.0
1157,RegionB,508.8339,79.704,429.1299,0.0,79.704,0.0,0.0,0.0,0.0,429.1299,320.0
1158,RegionB,516.82140045,79.704,437.11740045000005,0.0,79.704,0.0,0.0,0.0,0.0,437.11740045000005,320.0
1159,RegionB,513.459,79.704,433.75499999999994,0.0,79.704,-0.0,0.0,0.0,0.0,433.75499999999994,320.0
1160,RegionB,510.26040045,79.704,430.55640045,0.0,79.704,0.0,0.0,0.0,0.0,430.55640045,320.0
1161,RegionB,511.75080045,83.8298,427.92100044999995,0.0,83.8298,-0.0,0.0,0.0,0.0,427.92100044999995,320.0
1162,RegionB,513.1782000000001,87.6744,425.50380000000007,0.0,87.6744,0.0,0.0,0.0,0.0,425.50380000000007,320.0
1163,RegionB,464.13270000000006,81.3536,382.7791000000001,0.0,81.3536,0.0,0.0,0.0,0.0,382.7791000000001,320.0
1164,RegionB,461.01329955,82.2001,378.81319955,0.0,82.2001,0.0,0.0,0.0,0.0,378.81319955,320.0
1165,RegionB,455.6861995500001,82.5722,373.1139995500001,0.0,82.5722,0.0,0.0,0.0,0.0,373.1139995500001,320.0
1166,RegionB,416.51459955,76.9367,339.57789955,0.0,76.9367,0.0,0.0,0.0,0.0,339.57789955,320.0
1167,RegionB,334.67535045000005,66.9358,267.73955045,0.0,66.9358,0.0,0.0,0.0,0.0,267.73955045,320.0
1168,RegionB,310.7916,61.2941,249.4975,0.0,61.2941,0.0,0.0,0.0,0.0,249.4975,320.0
1169,RegionB,273.78630045,53.4229,220.36340045,0.0,53.4229,0.0,0.0,0.0,0.0,220.36340045,320.0
1170,RegionB,245.82599955,46.7107,199.11529955,0.0,46.7107,0.0,0.0,0.0,0.0,199.11529955,320.0
1171,RegionB,304.70219955,51.0007,168.74149955000001,0.0,51.0007,0.0,0.0,84.95999999999998,0.0,168.74149955000001,227.6521739130435
1172,RegionB,326.90250000000003,49.8757,187.02680000000004,0.0,49.8757,0.0,0.0,90.0,0.0,187.02680000000004,129.82608695652175
1173,RegionB,346.21650045,55.9487,200.26780044999998,0.0,55.9487,0.0,0.0,90.0,0.0,200.26780044999998,32.0
1174,RegionB,391.00455,111.7789,279.22565,0.0,111.7789,-0.0,0.0,0.0,0.0,279.22565,32.0
1175,RegionB,388.78200045000006,112.9048,275.87720045000003,0.0,112.9048,0.0,0.0,0.0,0.0,275.87720045000003,32.0
1176,RegionB,468.6498000000001,124.7449,433.9049000000001,0.0,34.7449,90.0,0.0,0.0,0.0,433.9049000000001,115.7
1177,RegionB,497.77200000000005,128.7585,459.0135,0.0,38.7585,90.0,0.0,0.0,0.0,459.0135,199.4
1178,RegionB,503.3799000000001,79.704,513.6759000000001,0.0,0.0,79.704,10.296000000000006,0.0,0.0,513.6759000000001,283.1
1179,RegionB,499.74840000000006,79.704,459.7218193548387,0.0,40.02658064516131,39.67741935483868,0.0,0.0,0.0,459.7218193548387,320.0
1180,RegionB,518.92829955,79.704,439.22429955,0.0,79.704,-0.0,0.0,0.0,0.0,439.22429955,320.0
1181,RegionB,522.4554,79.704,442.75140000000005,0.0,79.704,0.0,0.0,0.0,0.0,442.75140000000005,320.0
1182,RegionB,520.11494955,79.704,440.41094955,0.0,79.704,0.0,0.0,0.0,0.0,440.41094955,320.0
1183,RegionB,514.6902,79.704,434.9862,0.0,79.704,-0.0,0.0,0.0,0.0,434.9862,320.0
1184,RegionB,522.27089955,79.704,442.56689954999996,0.0,79.704,0.0,0.0,0.0,0.0,442.56689954999996,320.0
1185,RegionB,494.8182,83.8298,410.98839999999996,0.0,83.8298,-0.0,0.0,0.0,0.0,410.98839999999996,320.0
1186,RegionB,497.54969955000007,85.6051,411.9445995500001,0.0,85.6051,0.0,0.0,0.0,0.0,411.9445995500001,320.0
1187,RegionB,502.02450000000005,88.3848,413.63970000000006,0.0,88.3848,0.0,0.0,0.0,0.0,413.63970000000006,320.0
1188,RegionB,449.20889955000007,80.9082,368.3006995500001,0.0,80.9082,0.0,0.0,0.0,0.0,368.3006995500001,320.0
1189,RegionB,440.08875045,85.0708,355.01795045,0.0,85.0708,0.0,0.0,0.0,0.0,355.01795045,320.0
1190,RegionB,383.4297,76.6864,306.74330000000003,0.0,76.6864,0.0,0.0,0.0,0.0,306.74330000000003,320.0
1191,RegionB,354.47669955000003,71.9105,282.56619955,0.0,71.9105,0.0,0.0,0.0,0.0,282.56619955,320.0
1192,RegionB,318.54150045000006,64.1996,254.34190045000005,0.0,64.1996,0.0,0.0,0.0,0.0,254.34190045000005,320.0
1193,RegionB,292.48515045,57.2135,235.27165044999998,0.0,57.2135,0.0,0.0,0.0,0.0,235.27165044999998,320.0
1194,RegionB,323.07480045,58.2536,264.82120045,0.0,58.2536,0.0,0.0,0.0,0.0,264.82120045,320.0
1195,RegionB,249.06599955000002,45.2736,118.83239955000005,0.0,45.2736,0.0,0.0,84.95999999999998,0.0,118.83239955000005,227.6521739130435
